Pokedex Number,Base Pokemon,Variant Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Mega,Paradox,Legendary,Pseudo-legendary,Ultrabeast,Regional Form,Mythical,img_name
362,Glalie,Mega Glalie,Ice,,580,80,120,80,120,80,100,3,True,False,False,False,False,False,False,0362_Mega Glalie.png
363,Spheal,Spheal,Ice,Water,290,70,40,50,55,50,25,3,False,False,False,False,False,False,False,0363_Spheal.png
364,Sealeo,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,False,False,False,False,False,False,False,0364_Sealeo.png
365,Walrein,Walrein,Ice,Water,530,110,80,90,95,90,65,3,False,False,False,False,False,False,False,0365_Walrein.png
366,Clamperl,Clamperl,Water,,345,35,64,85,74,55,32,3,False,False,False,False,False,False,False,0366_Clamperl.png
367,Huntail,Huntail,Water,,485,55,104,105,94,75,52,3,False,False,False,False,False,False,False,0367_Huntail.png
368,Gorebyss,Gorebyss,Water,,485,55,84,105,114,75,52,3,False,False,False,False,False,False,False,0368_Gorebyss.png
369,Relicanth,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,False,False,False,False,False,False,False,0369_Relicanth.png
370,Luvdisc,Luvdisc,Water,,330,43,30,55,40,65,97,3,False,False,False,False,False,False,False,0370_Luvdisc.png
371,Bagon,Bagon,Dragon,,300,45,75,60,40,30,50,3,False,False,False,False,False,False,False,0371_Bagon.png
372,Shelgon,Shelgon,Dragon,,420,65,95,100,60,50,50,3,False,False,False,False,False,False,False,0372_Shelgon.png
373,Salamence,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False,False,False,True,False,False,False,0373_Salamence.png
373,Salamence,Mega Salamence,Dragon,Flying,700,95,145,130,120,90,120,3,True,False,False,True,False,False,False,0373_Mega Salamence.png
374,Beldum,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,False,False,False,False,False,False,False,0374_Beldum.png
375,Metang,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,False,False,False,False,False,False,False,0375_Metang.png
376,Metagross,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False,False,False,True,False,False,False,0376_Metagross.png
376,Metagross,Mega Metagross,Steel,Psychic,700,80,145,150,105,110,110,3,True,False,False,True,False,False,False,0376_Mega Metagross.png
377,Regirock,Regirock,Rock,,580,80,100,200,50,100,50,3,False,False,True,False,False,False,False,0377_Regirock.png
378,Regice,Regice,Ice,,580,80,50,100,100,200,50,3,False,False,True,False,False,False,False,0378_Regice.png
379,Registeel,Registeel,Steel,,580,80,75,150,75,150,50,3,False,False,True,False,False,False,False,0379_Registeel.png
380,Latias,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,False,False,True,False,False,False,False,0380_Latias.png
380,Latias,Mega Latias,Dragon,Psychic,700,80,100,120,140,150,110,3,True,False,True,False,False,False,False,0380_Mega Latias.png
381,Latios,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,False,False,True,False,False,False,False,0381_Latios.png
381,Latios,Mega Latios,Dragon,Psychic,700,80,130,100,160,120,110,3,True,False,True,False,False,False,False,0381_Mega Latios.png
382,Kyogre,Kyogre,Water,,670,100,100,90,150,140,90,3,False,False,True,False,False,False,False,0382_Kyogre.png
382,Kyogre,Primal Kyogre,Water,,770,100,150,90,180,160,90,3,False,False,True,False,False,False,False,0382_Primal Kyogre.png
383,Groudon,Groudon,Ground,,670,100,150,140,100,90,90,3,False,False,True,False,False,False,False,0383_Groudon.png
383,Groudon,Primal Groudon,Ground,Fire,770,100,180,160,150,90,90,3,False,False,True,False,False,False,False,0383_Primal Groudon.png
384,Rayquaza,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,False,False,True,False,False,False,False,0384_Rayquaza.png
384,Rayquaza,Mega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,3,True,False,True,False,False,False,False,0384_Mega Rayquaza.png
385,Jirachi,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,False,False,False,False,False,False,True,0385_Jirachi.png
386,Deoxys,Deoxys Normal Forme,Psychic,,600,50,150,50,150,50,150,3,False,False,False,False,False,False,True,0386_Deoxys Normal Forme.png
386,Deoxys,Deoxys Attack Forme,Psychic,,600,50,180,20,180,20,150,3,False,False,False,False,False,False,True,0386_Deoxys Attack Forme.png
386,Deoxys,Deoxys Defense Forme,Psychic,,600,50,70,160,70,160,90,3,False,False,False,False,False,False,True,0386_Deoxys Defense Forme.png
386,Deoxys,Deoxys Speed Forme,Psychic,,600,50,95,90,95,90,180,3,False,False,False,False,False,False,True,0386_Deoxys Speed Forme.png
387,Turtwig,Turtwig,Grass,,318,55,68,64,45,55,31,4,False,False,False,False,False,False,False,0387_Turtwig.png
388,Grotle,Grotle,Grass,,405,75,89,85,55,65,36,4,False,False,False,False,False,False,False,0388_Grotle.png
389,Torterra,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,False,False,False,False,False,False,False,0389_Torterra.png
390,Chimchar,Chimchar,Fire,,309,44,58,44,58,44,61,4,False,False,False,False,False,False,False,0390_Chimchar.png
391,Monferno,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,False,False,False,False,False,False,False,0391_Monferno.png
392,Infernape,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,False,False,False,False,False,False,False,0392_Infernape.png
393,Piplup,Piplup,Water,,314,53,51,53,61,56,40,4,False,False,False,False,False,False,False,0393_Piplup.png
394,Prinplup,Prinplup,Water,,405,64,66,68,81,76,50,4,False,False,False,False,False,False,False,0394_Prinplup.png
395,Empoleon,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,False,False,False,False,False,False,False,0395_Empoleon.png
396,Starly,Starly,Normal,Flying,245,40,55,30,30,30,60,4,False,False,False,False,False,False,False,0396_Starly.png
397,Staravia,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,False,False,False,False,False,False,False,0397_Staravia.png
398,Staraptor,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,False,False,False,False,False,False,False,0398_Staraptor.png
399,Bidoof,Bidoof,Normal,,250,59,45,40,35,40,31,4,False,False,False,False,False,False,False,0399_Bidoof.png
400,Bibarel,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,False,False,False,False,False,False,False,0400_Bibarel.png
401,Kricketot,Kricketot,Bug,,194,37,25,41,25,41,25,4,False,False,False,False,False,False,False,0401_Kricketot.png
402,Kricketune,Kricketune,Bug,,384,77,85,51,55,51,65,4,False,False,False,False,False,False,False,0402_Kricketune.png
403,Shinx,Shinx,Electric,,263,45,65,34,40,34,45,4,False,False,False,False,False,False,False,0403_Shinx.png
404,Luxio,Luxio,Electric,,363,60,85,49,60,49,60,4,False,False,False,False,False,False,False,0404_Luxio.png
405,Luxray,Luxray,Electric,,523,80,120,79,95,79,70,4,False,False,False,False,False,False,False,0405_Luxray.png
406,Budew,Budew,Grass,Poison,280,40,30,35,50,70,55,4,False,False,False,False,False,False,False,0406_Budew.png
407,Roserade,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,False,False,False,False,False,False,False,0407_Roserade.png
408,Cranidos,Cranidos,Rock,,350,67,125,40,30,30,58,4,False,False,False,False,False,False,False,0408_Cranidos.png
409,Rampardos,Rampardos,Rock,,495,97,165,60,65,50,58,4,False,False,False,False,False,False,False,0409_Rampardos.png
410,Shieldon,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,False,False,False,False,False,False,False,0410_Shieldon.png
411,Bastiodon,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,False,False,False,False,False,False,False,0411_Bastiodon.png
412,Burmy,Burmy,Bug,,224,40,29,45,29,45,36,4,False,False,False,False,False,False,False,0412_Burmy.png
413,Wormadam,Wormadam Plant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,False,False,False,False,False,False,False,0413_Wormadam Plant Cloak.png
413,Wormadam,Wormadam Sandy Cloak,Bug,Ground,424,60,79,105,59,85,36,4,False,False,False,False,False,False,False,0413_Wormadam Sandy Cloak.png
413,Wormadam,Wormadam Trash Cloak,Bug,Steel,424,60,69,95,69,95,36,4,False,False,False,False,False,False,False,0413_Wormadam Trash Cloak.png
414,Mothim,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,False,False,False,False,False,False,False,0414_Mothim.png
415,Combee,Combee,Bug,Flying,244,30,30,42,30,42,70,4,False,False,False,False,False,False,False,0415_Combee.png
416,Vespiquen,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,False,False,False,False,False,False,False,0416_Vespiquen.png
417,Pachirisu,Pachirisu,Electric,,405,60,45,70,45,90,95,4,False,False,False,False,False,False,False,0417_Pachirisu.png
418,Buizel,Buizel,Water,,330,55,65,35,60,30,85,4,False,False,False,False,False,False,False,0418_Buizel.png
419,Floatzel,Floatzel,Water,,495,85,105,55,85,50,115,4,False,False,False,False,False,False,False,0419_Floatzel.png
420,Cherubi,Cherubi,Grass,,275,45,35,45,62,53,35,4,False,False,False,False,False,False,False,0420_Cherubi.png
421,Cherrim,Cherrim Overcast Form,Grass,,450,70,60,70,87,78,85,4,False,False,False,False,False,False,False,0421_Cherrim Overcast Form.png
421,Cherrim,Cherrim Sunshine Form,Grass,,519,70,90,70,87,117,85,4,False,False,False,False,False,False,False,0421_Cherrim Sunshine Form.png
422,Shellos,Shellos,Water,,325,76,48,48,57,62,34,4,False,False,False,False,False,False,False,0422_Shellos.png
423,Gastrodon,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,False,False,False,False,False,False,False,0423_Gastrodon.png
424,Ambipom,Ambipom,Normal,,482,75,100,66,60,66,115,4,False,False,False,False,False,False,False,0424_Ambipom.png
425,Drifloon,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,False,False,False,False,False,False,False,0425_Drifloon.png
426,Drifblim,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,False,False,False,False,False,False,False,0426_Drifblim.png
427,Buneary,Buneary,Normal,,350,55,66,44,44,56,85,4,False,False,False,False,False,False,False,0427_Buneary.png
428,Lopunny,Lopunny,Normal,,480,65,76,84,54,96,105,4,False,False,False,False,False,False,False,0428_Lopunny.png
428,Lopunny,Mega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,4,True,False,False,False,False,False,False,0428_Mega Lopunny.png
429,Mismagius,Mismagius,Ghost,,495,60,60,60,105,105,105,4,False,False,False,False,False,False,False,0429_Mismagius.png
430,Honchkrow,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False,False,False,False,False,False,False,0430_Honchkrow.png
431,Glameow,Glameow,Normal,,310,49,55,42,42,37,85,4,False,False,False,False,False,False,False,0431_Glameow.png
432,Purugly,Purugly,Normal,,452,71,82,64,64,59,112,4,False,False,False,False,False,False,False,0432_Purugly.png
433,Chingling,Chingling,Psychic,,285,45,30,50,65,50,45,4,False,False,False,False,False,False,False,0433_Chingling.png
434,Stunky,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,False,False,False,False,False,False,False,0434_Stunky.png
435,Skuntank,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,False,False,False,False,False,False,False,0435_Skuntank.png
436,Bronzor,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,False,False,False,False,False,False,False,0436_Bronzor.png
437,Bronzong,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False,False,False,False,False,False,False,0437_Bronzong.png
438,Bonsly,Bonsly,Rock,,290,50,80,95,10,45,10,4,False,False,False,False,False,False,False,0438_Bonsly.png
439,Mime Jr.,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,False,False,False,False,False,False,False,0439_Mime Jr..png
440,Happiny,Happiny,Normal,,220,100,5,5,15,65,30,4,False,False,False,False,False,False,False,0440_Happiny.png
441,Chatot,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,False,False,False,False,False,False,False,0441_Chatot.png
442,Spiritomb,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,False,False,False,False,False,False,False,0442_Spiritomb.png
443,Gible,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,False,False,False,False,False,False,False,0443_Gible.png
444,Gabite,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False,False,False,False,False,False,False,0444_Gabite.png
445,Garchomp,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,False,False,False,True,False,False,False,0445_Garchomp.png
445,Garchomp,Mega Garchomp,Dragon,Ground,700,108,170,115,120,95,92,4,True,False,False,True,False,False,False,0445_Mega Garchomp.png
446,Munchlax,Munchlax,Normal,,390,135,85,40,40,85,5,4,False,False,False,False,False,False,False,0446_Munchlax.png
447,Riolu,Riolu,Fighting,,285,40,70,40,35,40,60,4,False,False,False,False,False,False,False,0447_Riolu.png
448,Lucario,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,False,False,False,False,False,False,False,0448_Lucario.png
448,Lucario,Mega Lucario,Fighting,Steel,625,70,145,88,140,70,112,4,True,False,False,False,False,False,False,0448_Mega Lucario.png
449,Hippopotas,Hippopotas,Ground,,330,68,72,78,38,42,32,4,False,False,False,False,False,False,False,0449_Hippopotas.png
450,Hippowdon,Hippowdon,Ground,,525,108,112,118,68,72,47,4,False,False,False,False,False,False,False,0450_Hippowdon.png
451,Skorupi,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,False,False,False,False,False,False,False,0451_Skorupi.png
452,Drapion,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False,False,False,False,False,False,False,0452_Drapion.png
453,Croagunk,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,False,False,False,False,False,False,False,0453_Croagunk.png
454,Toxicroak,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False,False,False,False,False,False,False,0454_Toxicroak.png
455,Carnivine,Carnivine,Grass,,454,74,100,72,90,72,46,4,False,False,False,False,False,False,False,0455_Carnivine.png
456,Finneon,Finneon,Water,,330,49,49,56,49,61,66,4,False,False,False,False,False,False,False,0456_Finneon.png
457,Lumineon,Lumineon,Water,,460,69,69,76,69,86,91,4,False,False,False,False,False,False,False,0457_Lumineon.png
458,Mantyke,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False,False,False,False,False,False,False,0458_Mantyke.png
459,Snover,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,False,False,False,False,False,False,0459_Snover.png
460,Abomasnow,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,False,False,False,False,False,False,0460_Abomasnow.png
460,Abomasnow,Mega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,4,True,False,False,False,False,False,False,0460_Mega Abomasnow.png
461,Weavile,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,False,False,False,False,False,False,0461_Weavile.png
462,Magnezone,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,False,False,False,False,False,False,0462_Magnezone.png
463,Lickilicky,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False,False,False,False,False,False,False,0463_Lickilicky.png
464,Rhyperior,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False,False,False,False,False,False,False,0464_Rhyperior.png
465,Tangrowth,Tangrowth,Grass,,535,100,100,125,110,50,50,4,False,False,False,False,False,False,False,0465_Tangrowth.png
466,Electivire,Electivire,Electric,,540,75,123,67,95,85,95,4,False,False,False,False,False,False,False,0466_Electivire.png
467,Magmortar,Magmortar,Fire,,540,75,95,67,125,95,83,4,False,False,False,False,False,False,False,0467_Magmortar.png
468,Togekiss,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,False,False,False,False,False,False,False,0468_Togekiss.png
469,Yanmega,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,False,False,False,False,False,False,False,0469_Yanmega.png
470,Leafeon,Leafeon,Grass,,525,65,110,130,60,65,95,4,False,False,False,False,False,False,False,0470_Leafeon.png
471,Glaceon,Glaceon,Ice,,525,65,60,110,130,95,65,4,False,False,False,False,False,False,False,0471_Glaceon.png
472,Gliscor,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False,False,False,False,False,False,False,0472_Gliscor.png
473,Mamoswine,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False,False,False,False,False,False,False,0473_Mamoswine.png
474,Porygon-Z,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,False,False,False,False,False,False,False,0474_Porygon-Z.png
475,Gallade,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,False,False,False,False,False,False,False,0475_Gallade.png
475,Gallade,Mega Gallade,Psychic,Fighting,618,68,165,95,65,115,110,4,True,False,False,False,False,False,False,0475_Mega Gallade.png
476,Probopass,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False,False,False,False,False,False,False,0476_Probopass.png
477,Dusknoir,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,False,False,False,False,False,False,False,0477_Dusknoir.png
478,Froslass,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False,False,False,False,False,False,False,0478_Froslass.png
479,Rotom,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,False,False,False,False,False,False,False,0479_Rotom.png
479,Rotom,Heat Rotom,Electric,Fire,520,50,65,107,105,107,86,4,False,False,False,False,False,False,False,0479_Heat Rotom.png
479,Rotom,Wash Rotom,Electric,Water,520,50,65,107,105,107,86,4,False,False,False,False,False,False,False,0479_Wash Rotom.png
479,Rotom,Frost Rotom,Electric,Ice,520,50,65,107,105,107,86,4,False,False,False,False,False,False,False,0479_Frost Rotom.png
479,Rotom,Mow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,False,False,False,False,False,False,False,0479_Mow Rotom.png
479,Rotom,Fan Rotom,Electric,Flying,520,50,65,107,105,107,86,4,False,False,False,False,False,False,False,0479_Fan Rotom.png
480,Uxie,Uxie,Psychic,,580,75,75,130,75,130,95,4,False,False,True,False,False,False,False,0480_Uxie.png
481,Mesprit,Mesprit,Psychic,,580,80,105,105,105,105,80,4,False,False,True,False,False,False,False,0481_Mesprit.png
482,Azelf,Azelf,Psychic,,580,75,125,70,125,70,115,4,False,False,True,False,False,False,False,0482_Azelf.png
483,Dialga,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,False,False,True,False,False,False,False,0483_Dialga.png
483,Dialga,Dialga Origin Forme,Steel,Dragon,680,100,100,120,150,120,90,4,False,False,True,False,False,False,False,0483_Dialga Origin Forme.png
484,Palkia,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,False,False,True,False,False,False,False,0484_Palkia.png
484,Palkia,Palkia Origin Forme,Water,Dragon,680,90,100,100,150,120,120,4,False,False,True,False,False,False,False,0484_Palkia Origin Forme.png
485,Heatran,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,False,False,True,False,False,False,False,0485_Heatran.png
486,Regigigas,Regigigas,Normal,,670,110,160,110,80,110,100,4,False,False,True,False,False,False,False,0486_Regigigas.png
487,Giratina,Giratina Altered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,False,False,True,False,False,False,False,0487_Giratina Altered Forme.png
487,Giratina,Giratina Origin Forme,Ghost,Dragon,680,150,120,100,120,100,90,4,False,False,True,False,False,False,False,0487_Giratina Origin Forme.png
488,Cresselia,Cresselia,Psychic,,580,120,70,110,75,120,85,4,False,False,True,False,False,False,False,0488_Cresselia.png
489,Phione,Phione,Water,,480,80,80,80,80,80,80,4,False,False,False,False,False,False,False,0489_Phione.png
490,Manaphy,Manaphy,Water,,600,100,100,100,100,100,100,4,False,False,False,False,False,False,True,0490_Manaphy.png
491,Darkrai,Darkrai,Dark,,600,70,90,90,135,90,125,4,False,False,False,False,False,False,True,0491_Darkrai.png
492,Shaymin,Shaymin Land Forme,Grass,,600,100,100,100,100,100,100,4,False,False,False,False,False,False,True,0492_Shaymin Land Forme.png
492,Shaymin,Shaymin Sky Forme,Grass,Flying,600,100,103,75,120,75,127,4,False,False,False,False,False,False,True,0492_Shaymin Sky Forme.png
493,Arceus,Arceus,Normal,,720,120,120,120,120,120,120,4,False,False,False,False,False,False,True,0493_Arceus.png
494,Victini,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,False,False,False,False,False,False,True,0494_Victini.png
495,Snivy,Snivy,Grass,,308,45,45,55,45,55,63,5,False,False,False,False,False,False,False,0495_Snivy.png
496,Servine,Servine,Grass,,413,60,60,75,60,75,83,5,False,False,False,False,False,False,False,0496_Servine.png
497,Serperior,Serperior,Grass,,528,75,75,95,75,95,113,5,False,False,False,False,False,False,False,0497_Serperior.png
498,Tepig,Tepig,Fire,,308,65,63,45,45,45,45,5,False,False,False,False,False,False,False,0498_Tepig.png
499,Pignite,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,False,False,False,False,False,False,False,0499_Pignite.png
500,Emboar,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,False,False,False,False,False,False,0500_Emboar.png
501,Oshawott,Oshawott,Water,,308,55,55,45,63,45,45,5,False,False,False,False,False,False,False,0501_Oshawott.png
502,Dewott,Dewott,Water,,413,75,75,60,83,60,60,5,False,False,False,False,False,False,False,0502_Dewott.png
503,Samurott,Samurott,Water,,528,95,100,85,108,70,70,5,False,False,False,False,False,False,False,0503_Samurott.png
503,Samurott,Hisuian Samurott,Water,Dark,528,90,108,80,100,65,85,5,False,False,False,False,False,True,False,0503_Hisuian Samurott.png
504,Patrat,Patrat,Normal,,255,45,55,39,35,39,42,5,False,False,False,False,False,False,False,0504_Patrat.png
505,Watchog,Watchog,Normal,,420,60,85,69,60,69,77,5,False,False,False,False,False,False,False,0505_Watchog.png
506,Lillipup,Lillipup,Normal,,275,45,60,45,25,45,55,5,False,False,False,False,False,False,False,0506_Lillipup.png
507,Herdier,Herdier,Normal,,370,65,80,65,35,65,60,5,False,False,False,False,False,False,False,0507_Herdier.png
508,Stoutland,Stoutland,Normal,,500,85,110,90,45,90,80,5,False,False,False,False,False,False,False,0508_Stoutland.png
509,Purrloin,Purrloin,Dark,,281,41,50,37,50,37,66,5,False,False,False,False,False,False,False,0509_Purrloin.png
510,Liepard,Liepard,Dark,,446,64,88,50,88,50,106,5,False,False,False,False,False,False,False,0510_Liepard.png
511,Pansage,Pansage,Grass,,316,50,53,48,53,48,64,5,False,False,False,False,False,False,False,0511_Pansage.png
512,Simisage,Simisage,Grass,,498,75,98,63,98,63,101,5,False,False,False,False,False,False,False,0512_Simisage.png
513,Pansear,Pansear,Fire,,316,50,53,48,53,48,64,5,False,False,False,False,False,False,False,0513_Pansear.png
514,Simisear,Simisear,Fire,,498,75,98,63,98,63,101,5,False,False,False,False,False,False,False,0514_Simisear.png
515,Panpour,Panpour,Water,,316,50,53,48,53,48,64,5,False,False,False,False,False,False,False,0515_Panpour.png
516,Simipour,Simipour,Water,,498,75,98,63,98,63,101,5,False,False,False,False,False,False,False,0516_Simipour.png
517,Munna,Munna,Psychic,,292,76,25,45,67,55,24,5,False,False,False,False,False,False,False,0517_Munna.png
518,Musharna,Musharna,Psychic,,487,116,55,85,107,95,29,5,False,False,False,False,False,False,False,0518_Musharna.png
519,Pidove,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,False,False,False,False,False,False,0519_Pidove.png
520,Tranquill,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,False,False,False,False,False,False,0520_Tranquill.png
521,Unfezant,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,False,False,False,False,False,False,0521_Unfezant.png
522,Blitzle,Blitzle,Electric,,295,45,60,32,50,32,76,5,False,False,False,False,False,False,False,0522_Blitzle.png
523,Zebstrika,Zebstrika,Electric,,497,75,100,63,80,63,116,5,False,False,False,False,False,False,False,0523_Zebstrika.png
524,Roggenrola,Roggenrola,Rock,,280,55,75,85,25,25,15,5,False,False,False,False,False,False,False,0524_Roggenrola.png
525,Boldore,Boldore,Rock,,390,70,105,105,50,40,20,5,False,False,False,False,False,False,False,0525_Boldore.png
526,Gigalith,Gigalith,Rock,,515,85,135,130,60,80,25,5,False,False,False,False,False,False,False,0526_Gigalith.png
527,Woobat,Woobat,Psychic,Flying,323,65,45,43,55,43,72,5,False,False,False,False,False,False,False,0527_Woobat.png
528,Swoobat,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,False,False,False,False,False,False,0528_Swoobat.png
529,Drilbur,Drilbur,Ground,,328,60,85,40,30,45,68,5,False,False,False,False,False,False,False,0529_Drilbur.png
530,Excadrill,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,False,False,False,False,False,False,0530_Excadrill.png
531,Audino,Audino,Normal,,445,103,60,86,60,86,50,5,False,False,False,False,False,False,False,0531_Audino.png
531,Audino,Mega Audino,Normal,Fairy,545,103,60,126,80,126,50,5,True,False,False,False,False,False,False,0531_Mega Audino.png
532,Timburr,Timburr,Fighting,,305,75,80,55,25,35,35,5,False,False,False,False,False,False,False,0532_Timburr.png
533,Gurdurr,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,False,False,False,False,False,False,False,0533_Gurdurr.png
534,Conkeldurr,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,False,False,False,False,False,False,False,0534_Conkeldurr.png
535,Tympole,Tympole,Water,,294,50,50,40,50,40,64,5,False,False,False,False,False,False,False,0535_Tympole.png
536,Palpitoad,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,False,False,False,False,False,False,0536_Palpitoad.png
537,Seismitoad,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,False,False,False,False,False,False,0537_Seismitoad.png
538,Throh,Throh,Fighting,,465,120,100,85,30,85,45,5,False,False,False,False,False,False,False,0538_Throh.png
539,Sawk,Sawk,Fighting,,465,75,125,75,30,75,85,5,False,False,False,False,False,False,False,0539_Sawk.png
540,Sewaddle,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,False,False,False,False,False,False,0540_Sewaddle.png
541,Swadloon,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,False,False,False,False,False,False,False,0541_Swadloon.png
542,Leavanny,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False,False,False,False,False,False,False,0542_Leavanny.png
543,Venipede,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,False,False,False,False,False,False,False,0543_Venipede.png
544,Whirlipede,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,False,False,False,False,False,False,False,0544_Whirlipede.png
545,Scolipede,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False,False,False,False,False,False,False,0545_Scolipede.png
546,Cottonee,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,False,False,False,False,False,False,False,0546_Cottonee.png
547,Whimsicott,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,False,False,False,False,False,False,False,0547_Whimsicott.png
548,Petilil,Petilil,Grass,,280,45,35,50,70,50,30,5,False,False,False,False,False,False,False,0548_Petilil.png
549,Lilligant,Lilligant,Grass,,480,70,60,75,110,75,90,5,False,False,False,False,False,False,False,0549_Lilligant.png
549,Lilligant,Hisuian Lilligant,Grass,Fighting,480,70,105,75,50,75,105,5,False,False,False,False,False,True,False,0549_Hisuian Lilligant.png
550,Basculin,Basculin,Water,,460,70,92,65,80,55,98,5,False,False,False,False,False,False,False,0550_Basculin.png
551,Sandile,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,False,False,False,False,False,False,False,0551_Sandile.png
552,Krokorok,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,False,False,False,False,False,False,False,0552_Krokorok.png
553,Krookodile,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,False,False,False,False,False,False,False,0553_Krookodile.png
554,Darumaka,Darumaka,Fire,,315,70,90,45,15,45,50,5,False,False,False,False,False,False,False,0554_Darumaka.png
554,Darumaka,Galarian Darumaka,Ice,,315,70,90,45,15,45,50,5,False,False,False,False,False,True,False,0554_Galarian Darumaka.png
